sample_id,split_hint,source_file,crop_file,label_class,image_width,image_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,ocr_suggestion,ocr_suggestion_confidence,ocr_suggestion_quality,ocr_suggestion_engine,final_text,review_status,reviewer,notes
3476_104_0_jpg.rf.11579686229515d5f88dc00ab573154c__0164,validation,3476_104_0_jpg.rf.11579686229515d5f88dc00ab573154c.jpg,crops/3476_104_0_jpg.rf.11579686229515d5f88dc00ab573154c__0164.png,number,640,640,315,191,539,253,298,182,556,266,64444419,0.56,2.21,tesseract:gray,,pending,,
9668_104_1_jpg.rf.2f1b61d046ccf2ef6f2ea1bac62caaa4__0165,train,9668_104_1_jpg.rf.2f1b61d046ccf2ef6f2ea1bac62caaa4.jpg,crops/9668_104_1_jpg.rf.2f1b61d046ccf2ef6f2ea1bac62caaa4__0165.png,number,640,640,108,176,270,235,96,167,282,247,5460286,0.56,2.21,tesseract:gray,,pending,,
3528_104_1_jpg.rf.5c978f3db6897eb7a910bfe53bb9a5c8__0166,train,3528_104_1_jpg.rf.5c978f3db6897eb7a910bfe53bb9a5c8.jpg,crops/3528_104_1_jpg.rf.5c978f3db6897eb7a910bfe53bb9a5c8__0166.png,number,640,640,182,207,399,266,165,198,416,278,14J09543,0.56,1.3738,tesseract:gray,,pending,,
6446_104_1_jpeg.rf.636d054b5be3d05c4961f403cfe81841__0167,train,6446_104_1_jpeg.rf.636d054b5be3d05c4961f403cfe81841.jpg,crops/6446_104_1_jpeg.rf.636d054b5be3d05c4961f403cfe81841__0167.png,number,640,640,113,188,291,257,99,177,305,272,54286313,0.56,2.21,tesseract:gray,,pending,,
6221_104_1_jpg.rf.c515bd0b4915f328d160a48e48deb6a2__0168,train,6221_104_1_jpg.rf.c515bd0b4915f328d160a48e48deb6a2.jpg,crops/6221_104_1_jpg.rf.c515bd0b4915f328d160a48e48deb6a2__0168.png,number,640,640,118,185,309,250,103,175,324,264,,,,,,pending,,
6052_104_1_jpeg.rf.f6f5537edeb39178b92214828998c985__0169,train,6052_104_1_jpeg.rf.f6f5537edeb39178b92214828998c985.jpg,crops/6052_104_1_jpeg.rf.f6f5537edeb39178b92214828998c985__0169.png,number,640,640,182,189,400,249,165,180,417,262,61147955,0.56,2.21,tesseract:gray,,pending,,
2652_104_0_jpg.rf.2a1890f3a00bc0339b8ae9785c11b576__0170,validation,2652_104_0_jpg.rf.2a1890f3a00bc0339b8ae9785c11b576.jpg,crops/2652_104_0_jpg.rf.2a1890f3a00bc0339b8ae9785c11b576__0170.png,number,640,640,63,179,192,253,53,168,202,269,,,,,,pending,,
3549_104_1_jpg.rf.2a7c2cc5336b7c8d0e713672e22d86f1__0171,train,3549_104_1_jpg.rf.2a7c2cc5336b7c8d0e713672e22d86f1.jpg,crops/3549_104_1_jpg.rf.2a7c2cc5336b7c8d0e713672e22d86f1__0171.png,number,640,640,112,175,284,237,99,166,297,250,,,,,,pending,,
6813_104_0_jpg.rf.d59a1e12242327341a84d1d2c28e1f2b__0172,train,6813_104_0_jpg.rf.d59a1e12242327341a84d1d2c28e1f2b.jpg,crops/6813_104_0_jpg.rf.d59a1e12242327341a84d1d2c28e1f2b__0172.png,number,640,640,52,211,154,278,44,201,162,292,,,,,,pending,,
152_104_1_jpg.rf.eba6c600559c380fbb840248861ba809__0173,train,152_104_1_jpg.rf.eba6c600559c380fbb840248861ba809.jpg,crops/152_104_1_jpg.rf.eba6c600559c380fbb840248861ba809__0173.png,number,640,640,240,218,495,284,220,208,515,298,50268502,0.56,2.21,tesseract:gray,,pending,,
3195_104_0_jpg.rf.00918d766fdb6e359c6e28609d9b9cbb__0174,validation,3195_104_0_jpg.rf.00918d766fdb6e359c6e28609d9b9cbb.jpg,crops/3195_104_0_jpg.rf.00918d766fdb6e359c6e28609d9b9cbb__0174.png,number,640,640,273,187,514,252,254,177,533,266,54377609,0.5,2.15,tesseract:gray,,pending,,
6261_104_0_jpg.rf.50c3144c1c0bca72db76ff2ff59f2984__0175,train,6261_104_0_jpg.rf.50c3144c1c0bca72db76ff2ff59f2984.jpg,crops/6261_104_0_jpg.rf.50c3144c1c0bca72db76ff2ff59f2984__0175.png,number,640,640,58,184,181,252,49,174,190,266,,,,,,pending,,
165_104_0_jpg.rf.722721e350e63785aeb566921d8bd751__0176,train,165_104_0_jpg.rf.722721e350e63785aeb566921d8bd751.jpg,crops/165_104_0_jpg.rf.722721e350e63785aeb566921d8bd751__0176.png,number,640,640,118,176,281,242,105,166,294,256,632055,0.5,1.47,tesseract:gray,,pending,,
6831_104_1_jpg.rf.72cb5afbdbf7d87a534d93bddc45c127__0177,validation,6831_104_1_jpg.rf.72cb5afbdbf7d87a534d93bddc45c127.jpg,crops/6831_104_1_jpg.rf.72cb5afbdbf7d87a534d93bddc45c127__0177.png,number,640,640,225,191,468,252,206,182,487,265,63072932,0.56,2.21,tesseract:gray,,pending,,
2455_104_1_jpg.rf.53c9c58e9cb815c01f714d914dd5f3a4__0178,train,2455_104_1_jpg.rf.53c9c58e9cb815c01f714d914dd5f3a4.jpg,crops/2455_104_1_jpg.rf.53c9c58e9cb815c01f714d914dd5f3a4__0178.png,number,640,640,146,177,373,242,128,167,391,256,53284707,0.56,2.21,tesseract:gray,,pending,,
2698_104_0_jpg.rf.9aca338567d045fde91c7d256853f630__0179,train,2698_104_0_jpg.rf.9aca338567d045fde91c7d256853f630.jpg,crops/2698_104_0_jpg.rf.9aca338567d045fde91c7d256853f630__0179.png,number,640,640,120,174,297,239,106,164,311,253,64533177,0.5,2.15,tesseract:gray,,pending,,
2223_104_0_jpg.rf.077c8d49852c4441e5800585d6e97173__0180,train,2223_104_0_jpg.rf.077c8d49852c4441e5800585d6e97173.jpg,crops/2223_104_0_jpg.rf.077c8d49852c4441e5800585d6e97173__0180.png,number,640,640,327,182,548,244,310,173,565,257,65115227,0.56,2.21,tesseract:gray,,pending,,
6461_104_1_jpeg.rf.abab62a46bf8e2240fee0f37e13e2360__0181,train,6461_104_1_jpeg.rf.abab62a46bf8e2240fee0f37e13e2360.jpg,crops/6461_104_1_jpeg.rf.abab62a46bf8e2240fee0f37e13e2360__0181.png,number,640,640,157,190,379,256,140,180,396,270,60015872,0.56,2.21,tesseract:gray,,pending,,
3417_104_1_jpg.rf.95b6e52ae272ecbbac7ddcc4f4e364cf__0182,validation,3417_104_1_jpg.rf.95b6e52ae272ecbbac7ddcc4f4e364cf.jpg,crops/3417_104_1_jpg.rf.95b6e52ae272ecbbac7ddcc4f4e364cf__0182.png,number,640,640,384,193,640,256,364,183,640,269,33PP15H,0.56,0.8871,tesseract:otsu,,pending,,
6371_104_0_jpg.rf.eeb97e9a8b1f9f9ba51911b8cac1b0c2__0183,train,6371_104_0_jpg.rf.eeb97e9a8b1f9f9ba51911b8cac1b0c2.jpg,crops/6371_104_0_jpg.rf.eeb97e9a8b1f9f9ba51911b8cac1b0c2__0183.png,number,640,640,80,197,193,269,71,186,202,284,5870358,0.56,2.21,tesseract:inv_otsu,,pending,,
2460_104_0_jpg.rf.f907489d6e58409ce0d4763c34f00421__0184,train,2460_104_0_jpg.rf.f907489d6e58409ce0d4763c34f00421.jpg,crops/2460_104_0_jpg.rf.f907489d6e58409ce0d4763c34f00421__0184.png,number,640,640,77,173,217,240,66,163,228,254,61685459,0.5,2.15,tesseract:otsu,,pending,,
6235_104_0_jpg.rf.20fc6b3196cdfcd8c76a9fa3e2d8a820__0185,train,6235_104_0_jpg.rf.20fc6b3196cdfcd8c76a9fa3e2d8a820.jpg,crops/6235_104_0_jpg.rf.20fc6b3196cdfcd8c76a9fa3e2d8a820__0185.png,number,640,640,58,214,164,280,50,204,172,294,,,,,,pending,,
8163_104_0_jpg.rf.b573848039b6985489044edea75f1f32__0186,validation,8163_104_0_jpg.rf.b573848039b6985489044edea75f1f32.jpg,crops/8163_104_0_jpg.rf.b573848039b6985489044edea75f1f32__0186.png,number,640,640,125,194,346,259,108,184,363,273,,,,,,pending,,
6240_104_1_jpg.rf.caf6dddbb4cb5e7d9b2a8aae57221244__0187,validation,6240_104_1_jpg.rf.caf6dddbb4cb5e7d9b2a8aae57221244.jpg,crops/6240_104_1_jpg.rf.caf6dddbb4cb5e7d9b2a8aae57221244__0187.png,number,640,640,220,194,451,257,202,184,469,270,02R06152,0.5,1.3137,tesseract:gray,,pending,,
9657_104_1_jpg.rf.b2a8ae3d5cbb35174e9d9d0de3d36da7__0188,train,9657_104_1_jpg.rf.b2a8ae3d5cbb35174e9d9d0de3d36da7.jpg,crops/9657_104_1_jpg.rf.b2a8ae3d5cbb35174e9d9d0de3d36da7__0188.png,number,640,640,155,179,362,238,139,170,378,250,,,,,,pending,,
6327_104_0_jpg.rf.ecb1c68cd1a1e25fc6bb2d1fbcf50a9c__0189,train,6327_104_0_jpg.rf.ecb1c68cd1a1e25fc6bb2d1fbcf50a9c.jpg,crops/6327_104_0_jpg.rf.ecb1c68cd1a1e25fc6bb2d1fbcf50a9c__0189.png,number,640,640,127,176,312,237,113,167,326,250,40081221,0.56,2.21,tesseract:gray,,pending,,
3263_104_1_jpg.rf.28a588dc647e37870a77d9a8d66372d3__0190,train,3263_104_1_jpg.rf.28a588dc647e37870a77d9a8d66372d3.jpg,crops/3263_104_1_jpg.rf.28a588dc647e37870a77d9a8d66372d3__0190.png,number,640,640,132,169,356,232,115,159,373,245,962264635,0.56,1.53,tesseract:gray,,pending,,
6727_104_0_jpg.rf.1e966e4cc4a1650bbe8ae694b902057c__0191,train,6727_104_0_jpg.rf.1e966e4cc4a1650bbe8ae694b902057c.jpg,crops/6727_104_0_jpg.rf.1e966e4cc4a1650bbe8ae694b902057c__0191.png,number,640,640,31,204,126,269,24,194,133,283,,,,,,pending,,
9642_104_0_jpg.rf.2a581da455b6286a722d1afe776387f2__0192,train,9642_104_0_jpg.rf.2a581da455b6286a722d1afe776387f2.jpg,crops/9642_104_0_jpg.rf.2a581da455b6286a722d1afe776387f2__0192.png,number,640,640,138,176,324,239,124,166,338,252,64314206,0.5,2.15,tesseract:gray,,pending,,
2714_104_0_jpg.rf.374619350a98088ca22cc2213a1aa482__0193,train,2714_104_0_jpg.rf.374619350a98088ca22cc2213a1aa482.jpg,crops/2714_104_0_jpg.rf.374619350a98088ca22cc2213a1aa482__0193.png,number,640,640,100,172,245,236,89,162,256,250,31870R3,0.5,1.3057,tesseract:gray,,pending,,
6186_104_1_jpg.rf.4bb31d74170755e0451cbcbf5c444923__0194,train,6186_104_1_jpg.rf.4bb31d74170755e0451cbcbf5c444923.jpg,crops/6186_104_1_jpg.rf.4bb31d74170755e0451cbcbf5c444923__0194.png,number,640,640,215,185,430,247,198,176,447,260,62306162,0.5,2.15,tesseract:gray,,pending,,
6271_104_1_jpg.rf.688896c7420e9d5a174a2415d201efa6__0195,train,6271_104_1_jpg.rf.688896c7420e9d5a174a2415d201efa6.jpg,crops/6271_104_1_jpg.rf.688896c7420e9d5a174a2415d201efa6__0195.png,number,640,640,117,173,307,242,102,162,322,257,,,,,,pending,,
6266_104_0_jpg.rf.85f0498d901e5e5d4cb5c9930c6281d5__0196,train,6266_104_0_jpg.rf.85f0498d901e5e5d4cb5c9930c6281d5.jpg,crops/6266_104_0_jpg.rf.85f0498d901e5e5d4cb5c9930c6281d5__0196.png,number,640,640,84,187,228,255,73,177,239,269,,,,,,pending,,
6487_104_0_jpg.rf.3a1c1ae824c1d0f5c04f87c9fe17f19c__0197,train,6487_104_0_jpg.rf.3a1c1ae824c1d0f5c04f87c9fe17f19c.jpg,crops/6487_104_0_jpg.rf.3a1c1ae824c1d0f5c04f87c9fe17f19c__0197.png,number,640,640,53,188,134,251,47,178,140,264,,,,,,pending,,
6176_104_1_jpg.rf.a125991d40685b659f366d79938f3208__0198,validation,6176_104_1_jpg.rf.a125991d40685b659f366d79938f3208.jpg,crops/6176_104_1_jpg.rf.a125991d40685b659f366d79938f3208__0198.png,number,640,640,184,209,406,270,167,200,423,283,52320476,0.56,2.21,tesseract:gray,,pending,,
6441_104_0_jpg.rf.ffed3b2abf7f95ccc8ae59870898919b__0199,train,6441_104_0_jpg.rf.ffed3b2abf7f95ccc8ae59870898919b.jpg,crops/6441_104_0_jpg.rf.ffed3b2abf7f95ccc8ae59870898919b__0199.png,number,640,640,13,218,99,281,7,208,105,294,,,,,,pending,,
6756_104_0_jpg.rf.a1eae37b5978630bbc0a6a0de3037973__0200,train,6756_104_0_jpg.rf.a1eae37b5978630bbc0a6a0de3037973.jpg,crops/6756_104_0_jpg.rf.a1eae37b5978630bbc0a6a0de3037973__0200.png,number,640,640,7,221,88,281,1,212,94,294,,,,,,pending,,
2683_104_0_jpg.rf.89907201a21f677a390d9dde3e6384fc__0201,train,2683_104_0_jpg.rf.89907201a21f677a390d9dde3e6384fc.jpg,crops/2683_104_0_jpg.rf.89907201a21f677a390d9dde3e6384fc__0201.png,number,640,640,67,183,192,247,57,173,202,261,60164017,0.56,2.21,tesseract:gray,,pending,,
3193_104_1_jpg.rf.47fce3b161c96ca456e3d9dc62291f0b__0202,train,3193_104_1_jpg.rf.47fce3b161c96ca456e3d9dc62291f0b.jpg,crops/3193_104_1_jpg.rf.47fce3b161c96ca456e3d9dc62291f0b__0202.png,number,640,640,139,171,350,233,123,162,366,246,62302062,0.5,2.15,tesseract:gray,,pending,,
6803_104_0_jpg.rf.aba9678d0e34fdce2a711c8cd5a03bb8__0203,train,6803_104_0_jpg.rf.aba9678d0e34fdce2a711c8cd5a03bb8.jpg,crops/6803_104_0_jpg.rf.aba9678d0e34fdce2a711c8cd5a03bb8__0203.png,number,640,640,45,202,138,271,38,191,145,286,,,,,,pending,,
3251_104_0_jpg.rf.51fa0e76f680a0ecb998e1ecaf665a4f__0204,validation,3251_104_0_jpg.rf.51fa0e76f680a0ecb998e1ecaf665a4f.jpg,crops/3251_104_0_jpg.rf.51fa0e76f680a0ecb998e1ecaf665a4f__0204.png,number,640,640,41,187,115,250,35,177,121,263,,,,,,pending,,
6806_104_0_jpg.rf.130a311d57f0e2f780524d1fe3975fa7__0205,train,6806_104_0_jpg.rf.130a311d57f0e2f780524d1fe3975fa7.jpg,crops/6806_104_0_jpg.rf.130a311d57f0e2f780524d1fe3975fa7__0205.png,number,640,640,335,197,582,253,316,189,601,265,8777302,0.5,2.15,tesseract:gray,,pending,,
3358_104_0_jpg.rf.cad43bfa1e2e8127eeddef014c40f0f4__0206,train,3358_104_0_jpg.rf.cad43bfa1e2e8127eeddef014c40f0f4.jpg,crops/3358_104_0_jpg.rf.cad43bfa1e2e8127eeddef014c40f0f4__0206.png,number,640,640,19,213,71,268,13,205,77,280,,,,,,pending,,
6829_104_0_jpg.rf.05d42d7250ba6eeb2ba06db8dd48e53f__0207,train,6829_104_0_jpg.rf.05d42d7250ba6eeb2ba06db8dd48e53f.jpg,crops/6829_104_0_jpg.rf.05d42d7250ba6eeb2ba06db8dd48e53f__0207.png,number,640,640,83,191,222,261,72,180,233,276,,,,,,pending,,
3543_104_0_jpg.rf.0820d207bd1d3f6c18a4a4ec0c1259ab__0208,train,3543_104_0_jpg.rf.0820d207bd1d3f6c18a4a4ec0c1259ab.jpg,crops/3543_104_0_jpg.rf.0820d207bd1d3f6c18a4a4ec0c1259ab__0208.png,number,640,640,37,205,102,264,31,196,108,276,,,,,,pending,,
2598_104_0_jpg.rf.1f31f9bd303b96aeeeb6ad46c4875e01__0209,validation,2598_104_0_jpg.rf.1f31f9bd303b96aeeeb6ad46c4875e01.jpg,crops/2598_104_0_jpg.rf.1f31f9bd303b96aeeeb6ad46c4875e01__0209.png,number,640,640,137,182,365,246,119,172,383,260,,,,,,pending,,
2557_104_0_jpg.rf.5a55fa473be18e69b973883cd27c73c2__0210,validation,2557_104_0_jpg.rf.5a55fa473be18e69b973883cd27c73c2.jpg,crops/2557_104_0_jpg.rf.5a55fa473be18e69b973883cd27c73c2__0210.png,number,640,640,96,176,291,243,81,166,306,257,,,,,,pending,,
397_104_1_jpg.rf.c0bcb594b52c3cb32549e907f50cd4fe__0211,train,397_104_1_jpg.rf.c0bcb594b52c3cb32549e907f50cd4fe.jpg,crops/397_104_1_jpg.rf.c0bcb594b52c3cb32549e907f50cd4fe__0211.png,number,640,640,98,182,271,247,85,172,284,261,,,,,,pending,,
9666_104_0_jpg.rf.f84f8e8090f11a8aa5f5ac216c9cec7c__0212,train,9666_104_0_jpg.rf.f84f8e8090f11a8aa5f5ac216c9cec7c.jpg,crops/9666_104_0_jpg.rf.f84f8e8090f11a8aa5f5ac216c9cec7c__0212.png,number,640,640,16,220,76,276,10,212,82,288,,,,,,pending,,
6269_104_0_jpg.rf.3b7c567684be8f87a64715620922f05f__0213,train,6269_104_0_jpg.rf.3b7c567684be8f87a64715620922f05f.jpg,crops/6269_104_0_jpg.rf.3b7c567684be8f87a64715620922f05f__0213.png,number,640,640,344,186,583,249,325,176,602,262,,,,,,pending,,
6316_104_0_jpg.rf.f4a92e4dd84e3dd6856f8dd3c463077f__0214,train,6316_104_0_jpg.rf.f4a92e4dd84e3dd6856f8dd3c463077f.jpg,crops/6316_104_0_jpg.rf.f4a92e4dd84e3dd6856f8dd3c463077f__0214.png,number,640,640,336,189,563,246,318,180,581,258,,,,,,pending,,
3870_104_0_jpg.rf.e76d7c821cb3ed1752c705394edb9cc3__0215,train,3870_104_0_jpg.rf.e76d7c821cb3ed1752c705394edb9cc3.jpg,crops/3870_104_0_jpg.rf.e76d7c821cb3ed1752c705394edb9cc3__0215.png,number,640,640,100,183,263,246,87,173,276,259,P9036,0.5,1.16,tesseract:gray,,pending,,
6175_104_0_jpg.rf.56963626031954d812e6fc1fe06d64cd__0216,train,6175_104_0_jpg.rf.56963626031954d812e6fc1fe06d64cd.jpg,crops/6175_104_0_jpg.rf.56963626031954d812e6fc1fe06d64cd__0216.png,number,640,640,61,204,174,267,52,194,183,280,,,,,,pending,,
2697_104_0_jpg.rf.2a8012c7c978698c3d3dfc562d4939de__0217,train,2697_104_0_jpg.rf.2a8012c7c978698c3d3dfc562d4939de.jpg,crops/2697_104_0_jpg.rf.2a8012c7c978698c3d3dfc562d4939de__0217.png,number,640,640,69,172,186,236,60,162,195,250,,,,,,pending,,
398_104_0_jpg.rf.44f364f312e33644830bba2b2ce3d551__0218,train,398_104_0_jpg.rf.44f364f312e33644830bba2b2ce3d551.jpg,crops/398_104_0_jpg.rf.44f364f312e33644830bba2b2ce3d551__0218.png,number,640,640,58,185,178,252,49,175,187,266,,,,,,pending,,
2742_104_1_jpeg.rf.6b70c6b38b9b13d22899d1f33b1cbac6__0219,train,2742_104_1_jpeg.rf.6b70c6b38b9b13d22899d1f33b1cbac6.jpg,crops/2742_104_1_jpeg.rf.6b70c6b38b9b13d22899d1f33b1cbac6__0219.png,number,640,640,88,174,232,235,77,165,243,248,54855117,0.56,2.21,tesseract:gray,,pending,,
6277_104_0_jpg.rf.c1fbac2e51c7dc83ff35df4ffc2cf3bb__0220,train,6277_104_0_jpg.rf.c1fbac2e51c7dc83ff35df4ffc2cf3bb.jpg,crops/6277_104_0_jpg.rf.c1fbac2e51c7dc83ff35df4ffc2cf3bb__0220.png,number,640,640,82,194,209,260,72,184,219,274,799581,0.56,1.53,tesseract:gray,,pending,,
6249_104_1_jpg.rf.e7d645a49d8b2918d9f80e93df6b1f8f__0221,validation,6249_104_1_jpg.rf.e7d645a49d8b2918d9f80e93df6b1f8f.jpg,crops/6249_104_1_jpg.rf.e7d645a49d8b2918d9f80e93df6b1f8f__0221.png,number,640,640,132,205,368,273,114,195,386,287,50947744,0.56,2.21,tesseract:gray,,pending,,
9515_104_0_jpeg.rf.685c27aec2b60b64c294b20685980232__0222,train,9515_104_0_jpeg.rf.685c27aec2b60b64c294b20685980232.jpg,crops/9515_104_0_jpeg.rf.685c27aec2b60b64c294b20685980232__0222.png,number,640,640,279,212,526,274,260,203,545,287,S35471000,0.5,1.57,tesseract:inv_otsu,,pending,,
3226_104_0_jpg.rf.ee80876548185b828f2c27c05786933c__0223,train,3226_104_0_jpg.rf.ee80876548185b828f2c27c05786933c.jpg,crops/3226_104_0_jpg.rf.ee80876548185b828f2c27c05786933c__0223.png,number,640,640,244,189,485,251,225,180,504,264,609952046,0.5,1.47,tesseract:gray,,pending,,
3518_104_1_jpg.rf.d3fb2f1f40986fd897e06a0263645c62__0224,train,3518_104_1_jpg.rf.d3fb2f1f40986fd897e06a0263645c62.jpg,crops/3518_104_1_jpg.rf.d3fb2f1f40986fd897e06a0263645c62__0224.png,number,640,640,220,180,426,243,204,170,442,256,S2247,0.5,1.16,tesseract:gray,,pending,,
95_104_0_jpg.rf.6d6cfb8713f1a4ca9f4bc53cd23ddf8e__0225,validation,95_104_0_jpg.rf.6d6cfb8713f1a4ca9f4bc53cd23ddf8e.jpg,crops/95_104_0_jpg.rf.6d6cfb8713f1a4ca9f4bc53cd23ddf8e__0225.png,number,640,640,204,194,404,258,188,184,420,272,,,,,,pending,,
2651_104_0_jpg.rf.c48d3f94d1a6264537af0c9b7cb758ff__0226,train,2651_104_0_jpg.rf.c48d3f94d1a6264537af0c9b7cb758ff.jpg,crops/2651_104_0_jpg.rf.c48d3f94d1a6264537af0c9b7cb758ff__0226.png,number,640,640,77,175,245,244,64,164,258,259,,,,,,pending,,
137_104_0_jpg.rf.972985226e9630b8a7261c112fd52a72__0227,train,137_104_0_jpg.rf.972985226e9630b8a7261c112fd52a72.jpg,crops/137_104_0_jpg.rf.972985226e9630b8a7261c112fd52a72__0227.png,number,640,640,74,179,228,248,62,168,240,263,,,,,,pending,,
2743_104_0_jpg.rf.405497df047fb6eab754d309ac42cb83__0228,train,2743_104_0_jpg.rf.405497df047fb6eab754d309ac42cb83.jpg,crops/2743_104_0_jpg.rf.405497df047fb6eab754d309ac42cb83__0228.png,number,640,640,33,204,97,266,27,195,103,279,,,,,,pending,,
6054_104_0_jpg.rf.800e9b28f6fa6389e9050361261b7bad__0229,validation,6054_104_0_jpg.rf.800e9b28f6fa6389e9050361261b7bad.jpg,crops/6054_104_0_jpg.rf.800e9b28f6fa6389e9050361261b7bad__0229.png,number,640,640,80,195,208,261,70,185,218,275,4147955,0.56,2.21,tesseract:otsu,,pending,,
6232_104_1_jpg.rf.a56319ad1eea0034d08801f126b2e28f__0230,validation,6232_104_1_jpg.rf.a56319ad1eea0034d08801f126b2e28f.jpg,crops/6232_104_1_jpg.rf.a56319ad1eea0034d08801f126b2e28f__0230.png,number,640,640,301,205,536,269,283,195,554,283,63790810,0.5,2.15,tesseract:gray,,pending,,
6180_104_0_jpeg.rf.7755ea250e6be5fa1c077b3ac9bc15bd__0231,train,6180_104_0_jpeg.rf.7755ea250e6be5fa1c077b3ac9bc15bd.jpg,crops/6180_104_0_jpeg.rf.7755ea250e6be5fa1c077b3ac9bc15bd__0231.png,number,640,640,166,196,388,261,149,186,405,275,6094774,0.56,2.21,tesseract:gray,,pending,,
6067_104_0_jpg.rf.ca3a0a31e55d436458b08ba856d465b3__0232,train,6067_104_0_jpg.rf.ca3a0a31e55d436458b08ba856d465b3.jpg,crops/6067_104_0_jpg.rf.ca3a0a31e55d436458b08ba856d465b3__0232.png,number,640,640,332,199,592,260,312,190,612,273,54285232,0.56,2.21,tesseract:otsu,,pending,,
6242_104_0_jpg.rf.105f95d1a351904848d4e304bd2b5cb2__0233,train,6242_104_0_jpg.rf.105f95d1a351904848d4e304bd2b5cb2.jpg,crops/6242_104_0_jpg.rf.105f95d1a351904848d4e304bd2b5cb2__0233.png,number,640,640,63,201,181,271,54,190,190,286,,,,,,pending,,
3262_104_0_jpg.rf.624b8fc681cc633e5522b2f1af290ef4__0234,train,3262_104_0_jpg.rf.624b8fc681cc633e5522b2f1af290ef4.jpg,crops/3262_104_0_jpg.rf.624b8fc681cc633e5522b2f1af290ef4__0234.png,number,640,640,20,203,84,265,14,194,90,278,,,,,,pending,,
6805_104_1_jpg.rf.99fc5ee9938c425efe935122ae574e85__0235,validation,6805_104_1_jpg.rf.99fc5ee9938c425efe935122ae574e85.jpg,crops/6805_104_1_jpg.rf.99fc5ee9938c425efe935122ae574e85__0235.png,number,640,640,239,189,463,249,222,180,480,262,,,,,,pending,,
5457_104_0_jpg.rf.43dad72a0bc9144cffa43833189f5273__0236,train,5457_104_0_jpg.rf.43dad72a0bc9144cffa43833189f5273.jpg,crops/5457_104_0_jpg.rf.43dad72a0bc9144cffa43833189f5273__0236.png,number,640,640,62,181,175,243,53,172,184,256,516388,0.56,1.53,tesseract:gray,,pending,,
3356_104_0_jpg.rf.9db52513fd7ca5db2eacedda83fbe119__0237,train,3356_104_0_jpg.rf.9db52513fd7ca5db2eacedda83fbe119.jpg,crops/3356_104_0_jpg.rf.9db52513fd7ca5db2eacedda83fbe119__0237.png,number,640,640,107,173,253,236,96,163,264,249,6321558,0.56,2.21,tesseract:gray,,pending,,
2919_104_0_jpg.rf.66f21fdeb7455f6a2614595b96ed8fea__0238,validation,2919_104_0_jpg.rf.66f21fdeb7455f6a2614595b96ed8fea.jpg,crops/2919_104_0_jpg.rf.66f21fdeb7455f6a2614595b96ed8fea__0238.png,number,640,640,91,207,275,268,77,198,289,281,,,,,,pending,,
6173_104_1_jpg.rf.33869824c9430574a5db81fdd12d9a10__0239,train,6173_104_1_jpg.rf.33869824c9430574a5db81fdd12d9a10.jpg,crops/6173_104_1_jpg.rf.33869824c9430574a5db81fdd12d9a10__0239.png,number,640,640,341,178,593,245,321,168,613,259,61172052,0.56,2.21,tesseract:gray,,pending,,
6254_104_1_jpg.rf.345c99821fbf390a19e7b067956923d9__0240,validation,6254_104_1_jpg.rf.345c99821fbf390a19e7b067956923d9.jpg,crops/6254_104_1_jpg.rf.345c99821fbf390a19e7b067956923d9__0240.png,number,640,640,197,219,437,280,178,210,456,293,2520478,0.5,2.15,tesseract:gray,,pending,,
6372_104_0_jpg.rf.94a652d739da539f5e117fcb5d72c856__0241,validation,6372_104_0_jpg.rf.94a652d739da539f5e117fcb5d72c856.jpg,crops/6372_104_0_jpg.rf.94a652d739da539f5e117fcb5d72c856__0241.png,number,640,640,14,215,91,281,8,205,97,295,,,,,,pending,,
2226_104_0_jpg.rf.fa3cf83f3b640e89b425123d53cd0109__0242,train,2226_104_0_jpg.rf.fa3cf83f3b640e89b425123d53cd0109.jpg,crops/2226_104_0_jpg.rf.fa3cf83f3b640e89b425123d53cd0109__0242.png,number,640,640,51,180,130,245,45,170,136,259,,,,,,pending,,
5454_104_1_jpg.rf.218be4c8df86680322b6fa2ab63d9317__0243,train,5454_104_1_jpg.rf.218be4c8df86680322b6fa2ab63d9317.jpg,crops/5454_104_1_jpg.rf.218be4c8df86680322b6fa2ab63d9317__0243.png,number,640,640,407,200,640,265,389,190,640,279,656383,0.56,1.53,tesseract:otsu,,pending,,
2218_104_0_jpg.rf.8587fa03574059cd8e2761ef24d85f8a__0244,train,2218_104_0_jpg.rf.8587fa03574059cd8e2761ef24d85f8a.jpg,crops/2218_104_0_jpg.rf.8587fa03574059cd8e2761ef24d85f8a__0244.png,number,640,640,305,179,518,243,288,169,535,257,65115222,0.56,2.21,tesseract:gray,,pending,,
6333_104_0_jpg.rf.2b45bd6aad76964f835210217ce28926__0245,train,6333_104_0_jpg.rf.2b45bd6aad76964f835210217ce28926.jpg,crops/6333_104_0_jpg.rf.2b45bd6aad76964f835210217ce28926__0245.png,number,640,640,85,166,222,228,75,157,232,241,,,,,,pending,,
6462_104_0_jpg.rf.89a2c80a379f0f0b7292360c50885c67__0246,train,6462_104_0_jpg.rf.89a2c80a379f0f0b7292360c50885c67.jpg,crops/6462_104_0_jpg.rf.89a2c80a379f0f0b7292360c50885c67__0246.png,number,640,640,302,204,545,259,283,196,564,271,60015872,0.56,2.21,tesseract:gray,,pending,,
